Cohort,FPR,TPR
GSE95233,0.6323529411764706,0.8529411764705882
GSE95233,0.6323529411764706,0.8823529411764706
GSE95233,0.7205882352941176,0.8823529411764706
GSE95233,0.7205882352941176,0.9117647058823529
GSE95233,0.7647058823529411,0.9117647058823529
GSE95233,0.7647058823529411,0.9411764705882353
GSE95233,0.7941176470588235,0.9411764705882353
GSE95233,0.7941176470588235,0.9705882352941176
GSE95233,0.9705882352941176,0.9705882352941176
GSE95233,0.9705882352941176,1.0
GSE95233,1.0,1.0
